Country;Date;Frequency;Measurement;Value;Vehicle Category
Norway;2007;Annual;per 1000 inhabitants;458.0;Passenger cars
Norway;2015;Annual;per 1000 inhabitants;503.0;Passenger cars
Norway;2016;Annual;per 1000 inhabitants;509.0;Passenger cars
Norway;1995;Annual;absolute value;32515.0;Motor coaches, buses and trolley bus
Norway;2001;Annual;absolute value;35667.0;Motor coaches, buses and trolley bus
Norway;2010;Annual;absolute value;20348.0;Motor coaches, buses and trolley bus
Norway;2016;Annual;absolute value;16258.0;Motor coaches, buses and trolley bus
Norway;1993;Annual;per 1000 inhabitants;7.0;Motor coaches, buses and trolley bus
Norway;1998;Annual;per 1000 inhabitants;8.0;Motor coaches, buses and trolley bus
Norway;1999;Annual;per 1000 inhabitants;8.0;Motor coaches, buses and trolley bus
Norway;2003;Annual;per 1000 inhabitants;7.0;Motor coaches, buses and trolley bus
Norway;2004;Annual;per 1000 inhabitants;7.0;Motor coaches, buses and trolley bus
Norway;2005;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Norway;2010;Annual;per 1000 inhabitants;4.0;Motor coaches, buses and trolley bus
Norway;2011;Annual;per 1000 inhabitants;4.0;Motor coaches, buses and trolley bus
Norway;2015;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Norway;2018;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Poland;2006;Annual;absolute value;338000.0;Mopeds
Poland;2009;Annual;absolute value;834000.0;Mopeds
Poland;2014;Annual;absolute value;1216578.0;Mopeds
Poland;2015;Annual;absolute value;1259187.0;Mopeds
Poland;2004;Annual;per 1000 inhabitants;8.0;Mopeds
Poland;2005;Annual;per 1000 inhabitants;9.0;Mopeds
Poland;2012;Annual;per 1000 inhabitants;29.0;Mopeds
Poland;1994;Annual;absolute value;1008410.0;Motorcycles
Poland;1996;Annual;absolute value;875663.0;Motorcycles
Poland;1997;Annual;absolute value;842358.0;Motorcycles
Poland;2005;Annual;absolute value;754000.0;Motorcycles
Poland;2016;Annual;absolute value;1355625.0;Motorcycles
Poland;1995;Annual;per 1000 inhabitants;24.0;Motorcycles
Poland;2004;Annual;per 1000 inhabitants;22.0;Motorcycles
Poland;2008;Annual;per 1000 inhabitants;24.0;Motorcycles
Poland;2012;Annual;per 1000 inhabitants;29.0;Motorcycles
Poland;2016;Annual;per 1000 inhabitants;35.0;Motorcycles
Poland;1995;Annual;absolute value;7517266.0;Passenger cars
Poland;2001;Annual;absolute value;10503100.0;Passenger cars
Poland;2014;Annual;absolute value;20003863.0;Passenger cars
Poland;2015;Annual;absolute value;20723423.0;Passenger cars
Poland;1997;Annual;per 1000 inhabitants;223.0;Passenger cars
Poland;2002;Annual;per 1000 inhabitants;288.0;Passenger cars
Poland;2004;Annual;per 1000 inhabitants;314.0;Passenger cars
Poland;2013;Annual;per 1000 inhabitants;504.0;Passenger cars
Poland;2016;Annual;per 1000 inhabitants;564.0;Passenger cars
Poland;1995;Annual;absolute value;85413.0;Motor coaches, buses and trolley bus
Poland;1998;Annual;absolute value;80827.0;Motor coaches, buses and trolley bus
Poland;2000;Annual;absolute value;82590.0;Motor coaches, buses and trolley bus
Poland;2001;Annual;absolute value;82500.0;Motor coaches, buses and trolley bus
Poland;1998;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Poland;1999;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Poland;2008;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Poland;1993;Annual;absolute value;4208.0;Trams
Poland;1995;Annual;absolute value;3979.0;Trams
Poland;1997;Annual;absolute value;3915.0;Trams
Poland;2002;Annual;absolute value;3710.0;Trams
Poland;2005;Annual;absolute value;3631.0;Trams
Poland;2006;Annual;absolute value;3619.0;Trams
Poland;2014;Annual;absolute value;3377.0;Trams
Poland;2005;Annual;per 1000 inhabitants;0.0;Trams
Poland;2007;Annual;per 1000 inhabitants;0.0;Trams
Portugal;1996;Annual;absolute value;241000.0;Motorcycles
Portugal;1997;Annual;absolute value;272000.0;Motorcycles
Portugal;1999;Annual;absolute value;324000.0;Motorcycles
Portugal;2000;Annual;absolute value;346000.0;Motorcycles
Portugal;2001;Annual;absolute value;368000.0;Motorcycles
Portugal;1995;Annual;per 1000 inhabitants;22.0;Motorcycles
Portugal;1996;Annual;per 1000 inhabitants;24.0;Motorcycles
Portugal;1999;Annual;per 1000 inhabitants;32.0;Motorcycles
Portugal;1998;Annual;absolute value;4587000.0;Passenger cars
Portugal;2011;Annual;absolute value;4712000.0;Passenger cars
Portugal;2015;Annual;absolute value;4722963.0;Passenger cars
Portugal;1996;Annual;per 1000 inhabitants;398.0;Passenger cars
Portugal;1998;Annual;per 1000 inhabitants;451.0;Passenger cars
Portugal;1999;Annual;per 1000 inhabitants;483.0;Passenger cars
Portugal;2002;Annual;per 1000 inhabitants;555.0;Passenger cars
Portugal;2013;Annual;per 1000 inhabitants;414.0;Passenger cars
Portugal;2014;Annual;per 1000 inhabitants;452.0;Passenger cars
Portugal;2016;Annual;per 1000 inhabitants;470.0;Passenger cars
Portugal;2000;Annual;absolute value;19780.0;Motor coaches, buses and trolley bus
Portugal;1995;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Portugal;1997;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Portugal;2010;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Portugal;1994;Annual;absolute value;123.0;Trams
Republic of Moldova;2017;Annual;per 1000 inhabitants;1.0;Mopeds
Republic of Moldova;1997;Annual;absolute value;123400.0;Motorcycles
Republic of Moldova;1999;Annual;absolute value;97300.0;Motorcycles
Republic of Moldova;2001;Annual;absolute value;79800.0;Motorcycles
Republic of Moldova;2011;Annual;absolute value;28520.0;Motorcycles
Republic of Moldova;1997;Annual;per 1000 inhabitants;29.0;Motorcycles
Republic of Moldova;2003;Annual;per 1000 inhabitants;11.0;Motorcycles
Republic of Moldova;2004;Annual;per 1000 inhabitants;3.0;Motorcycles
Republic of Moldova;2008;Annual;per 1000 inhabitants;6.0;Motorcycles
Republic of Moldova;1993;Annual;absolute value;166440.0;Passenger cars
Republic of Moldova;1997;Annual;absolute value;206000.0;Passenger cars
Republic of Moldova;1998;Annual;absolute value;222800.0;Passenger cars
Republic of Moldova;1999;Annual;absolute value;232300.0;Passenger cars
Republic of Moldova;2001;Annual;absolute value;256500.0;Passenger cars
Republic of Moldova;2005;Annual;absolute value;292994.0;Passenger cars
Republic of Moldova;2007;Annual;absolute value;338944.0;Passenger cars
Republic of Moldova;1993;Annual;per 1000 inhabitants;40.0;Passenger cars
Republic of Moldova;2007;Annual;per 1000 inhabitants;85.0;Passenger cars
Republic of Moldova;2010;Annual;per 1000 inhabitants;111.0;Passenger cars
Republic of Moldova;1997;Annual;absolute value;11613.0;Motor coaches, buses and trolley bus
Republic of Moldova;1999;Annual;absolute value;13985.0;Motor coaches, buses and trolley bus
Republic of Moldova;2011;Annual;absolute value;21792.0;Motor coaches, buses and trolley bus
Republic of Moldova;1997;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Republic of Moldova;1998;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Republic of Moldova;2009;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Republic of Moldova;2011;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Republic of Moldova;2016;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Republic of Moldova;1996;Annual;absolute value;0.0;Trams
Republic of Moldova;1999;Annual;absolute value;0.0;Trams
Republic of Moldova;2002;Annual;absolute value;0.0;Trams
Republic of Moldova;2003;Annual;absolute value;0.0;Trams
Republic of Moldova;2004;Annual;absolute value;0.0;Trams
Republic of Moldova;2001;Annual;per 1000 inhabitants;0.0;Trams
Republic of Moldova;2002;Annual;per 1000 inhabitants;0.0;Trams
Republic of Moldova;2004;Annual;per 1000 inhabitants;0.0;Trams
Romania;1993;Annual;absolute value;212854.0;Mopeds
Romania;2004;Annual;absolute value;130200.0;Mopeds
Romania;2007;Annual;absolute value;29000.0;Mopeds
Romania;2010;Annual;absolute value;6000.0;Mopeds
Romania;2004;Annual;per 1000 inhabitants;6.0;Mopeds
Romania;1998;Annual;absolute value;121335.0;Motorcycles
Romania;2001;Annual;absolute value;103100.0;Motorcycles
Romania;2002;Annual;absolute value;100600.0;Motorcycles
Romania;2003;Annual;absolute value;103000.0;Motorcycles
Romania;2006;Annual;absolute value;26000.0;Motorcycles
Romania;2009;Annual;absolute value;74000.0;Motorcycles
Romania;2012;Annual;absolute value;89000.0;Motorcycles
Romania;2015;Annual;absolute value;106000.0;Motorcycles
Romania;2002;Annual;per 1000 inhabitants;5.0;Motorcycles
Romania;2006;Annual;per 1000 inhabitants;1.0;Motorcycles
Romania;2010;Annual;per 1000 inhabitants;4.0;Motorcycles
Romania;2012;Annual;per 1000 inhabitants;4.0;Motorcycles
Romania;2015;Annual;per 1000 inhabitants;5.0;Motorcycles
Romania;1993;Annual;absolute value;1793054.0;Passenger cars
Romania;1997;Annual;absolute value;2605465.0;Passenger cars
Romania;1998;Annual;absolute value;2822254.0;Passenger cars
Romania;2005;Annual;absolute value;3363779.0;Passenger cars
Romania;2011;Annual;absolute value;4335000.0;Passenger cars
Romania;2014;Annual;absolute value;4908000.0;Passenger cars
Romania;1996;Annual;per 1000 inhabitants;106.0;Passenger cars
Romania;1998;Annual;per 1000 inhabitants;125.0;Passenger cars
Romania;2001;Annual;per 1000 inhabitants;144.0;Passenger cars
Romania;2003;Annual;per 1000 inhabitants;143.0;Passenger cars
Romania;2005;Annual;per 1000 inhabitants;158.0;Passenger cars
Romania;1994;Annual;absolute value;40017.0;Motor coaches, buses and trolley bus
Romania;1998;Annual;absolute value;46508.0;Motor coaches, buses and trolley bus
Romania;2001;Annual;absolute value;47724.0;Motor coaches, buses and trolley bus
Romania;2006;Annual;absolute value;32315.0;Motor coaches, buses and trolley bus
Romania;2010;Annual;absolute value;40647.0;Motor coaches, buses and trolley bus
Romania;2011;Annual;absolute value;40887.0;Motor coaches, buses and trolley bus
Romania;2013;Annual;absolute value;42836.0;Motor coaches, buses and trolley bus
Romania;2014;Annual;absolute value;44283.0;Motor coaches, buses and trolley bus
Romania;2000;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Romania;2002;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Romania;2012;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Romania;2014;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Romania;2010;Annual;absolute value;1411.0;Trams
Romania;1998;Annual;per 1000 inhabitants;0.0;Trams
Romania;2008;Annual;per 1000 inhabitants;0.0;Trams
Romania;2010;Annual;per 1000 inhabitants;0.0;Trams
Romania;2012;Annual;per 1000 inhabitants;0.0;Trams
Russian Federation;2012;Annual;per 1000 inhabitants;0.0;Mopeds
Russian Federation;1994;Annual;absolute value;9708200.0;Motorcycles
Russian Federation;1998;Annual;absolute value;7165929.0;Motorcycles
Russian Federation;2012;Annual;absolute value;2623000.0;Motorcycles
Russian Federation;2014;Annual;absolute value;2324.0;Motorcycles
Russian Federation;1994;Annual;per 1000 inhabitants;65.0;Motorcycles
Russian Federation;2001;Annual;per 1000 inhabitants;38.0;Motorcycles
Russian Federation;2005;Annual;per 1000 inhabitants;26.0;Motorcycles
Russian Federation;2015;Annual;per 1000 inhabitants;0.0;Motorcycles
Russian Federation;1993;Annual;absolute value;11518900.0;Passenger cars
Russian Federation;1998;Annual;absolute value;18819558.0;Passenger cars
Russian Federation;1999;Annual;absolute value;19718000.0;Passenger cars
Russian Federation;1996;Annual;per 1000 inhabitants;104.0;Passenger cars
Russian Federation;2010;Annual;per 1000 inhabitants;241.0;Passenger cars
Russian Federation;1996;Annual;absolute value;640848.0;Motor coaches, buses and trolley bus
Russian Federation;1998;Annual;absolute value;639732.0;Motor coaches, buses and trolley bus
Russian Federation;2003;Annual;absolute value;728774.0;Motor coaches, buses and trolley bus
Russian Federation;2004;Annual;absolute value;764597.0;Motor coaches, buses and trolley bus
Russian Federation;1995;Annual;per 1000 inhabitants;4.0;Motor coaches, buses and trolley bus
Russian Federation;1997;Annual;per 1000 inhabitants;4.0;Motor coaches, buses and trolley bus
Russian Federation;2000;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Russian Federation;2002;Annual;per 1000 inhabitants;5.0;Motor coaches, buses and trolley bus
Russian Federation;2013;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Russian Federation;1995;Annual;absolute value;13263.0;Trams
Russian Federation;1996;Annual;absolute value;13300.0;Trams
Russian Federation;1998;Annual;absolute value;12400.0;Trams
Russian Federation;2009;Annual;absolute value;9004.0;Trams
Russian Federation;2014;Annual;absolute value;8316.0;Trams
Russian Federation;1997;Annual;per 1000 inhabitants;0.0;Trams
Russian Federation;1999;Annual;per 1000 inhabitants;0.0;Trams
Russian Federation;2001;Annual;per 1000 inhabitants;0.0;Trams
Russian Federation;2002;Annual;per 1000 inhabitants;0.0;Trams
Russian Federation;2006;Annual;per 1000 inhabitants;0.0;Trams
San Marino;2004;Annual;absolute value;0.0;Trams
Serbia;2010;Annual;absolute value;8990.0;Mopeds
Serbia;2014;Annual;per 1000 inhabitants;4.0;Mopeds
Serbia;2014;Annual;absolute value;38102.0;Motorcycles
Serbia;2005;Annual;per 1000 inhabitants;2.0;Motorcycles
Serbia;2013;Annual;per 1000 inhabitants;5.0;Motorcycles
Serbia;2013;Annual;absolute value;1770206.0;Passenger cars
Serbia;2014;Annual;absolute value;1797427.0;Passenger cars
Serbia;2013;Annual;per 1000 inhabitants;247.0;Passenger cars
Serbia;2003;Annual;absolute value;9066.0;Motor coaches, buses and trolley bus
Serbia;2005;Annual;absolute value;9696.0;Motor coaches, buses and trolley bus
Serbia;2008;Annual;absolute value;8910.0;Motor coaches, buses and trolley bus
Serbia;2009;Annual;absolute value;8853.0;Motor coaches, buses and trolley bus
Serbia;2011;Annual;absolute value;9018.0;Motor coaches, buses and trolley bus
Serbia;2012;Annual;absolute value;9056.0;Motor coaches, buses and trolley bus
Serbia;2009;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Serbia;2006;Annual;absolute value;240.0;Trams
Serbia;2012;Annual;absolute value;222.0;Trams
Serbia;2013;Annual;absolute value;228.0;Trams
Serbia;2011;Annual;per 1000 inhabitants;0.0;Trams
Slovakia;1995;Annual;absolute value;147272.0;Mopeds
Slovakia;2016;Annual;absolute value;30861.0;Mopeds
Slovakia;2017;Annual;absolute value;30499.0;Mopeds
Slovakia;1995;Annual;per 1000 inhabitants;27.0;Mopeds
Slovakia;2011;Annual;per 1000 inhabitants;6.0;Mopeds
Slovakia;2013;Annual;per 1000 inhabitants;6.0;Mopeds
Slovakia;1993;Annual;absolute value;81263.0;Motorcycles
Slovakia;1998;Annual;absolute value;100891.0;Motorcycles
Slovakia;2000;Annual;absolute value;46000.0;Motorcycles
Slovakia;2002;Annual;absolute value;47900.0;Motorcycles
Slovakia;2004;Annual;absolute value;52000.0;Motorcycles
Slovakia;2005;Annual;absolute value;56400.0;Motorcycles
Slovakia;2013;Annual;absolute value;74100.0;Motorcycles
Slovakia;1995;Annual;per 1000 inhabitants;15.0;Motorcycles
Slovakia;1998;Annual;per 1000 inhabitants;19.0;Motorcycles
Slovakia;2015;Annual;per 1000 inhabitants;16.0;Motorcycles
Slovakia;1995;Annual;absolute value;1015794.0;Passenger cars
Slovakia;1998;Annual;absolute value;1196109.0;Passenger cars
Slovakia;2009;Annual;absolute value;1589000.0;Passenger cars
Slovakia;2011;Annual;absolute value;1749300.0;Passenger cars
Slovakia;2012;Annual;absolute value;1824200.0;Passenger cars
Slovakia;2014;Annual;absolute value;1949100.0;Passenger cars
Slovakia;2016;Annual;absolute value;2121774.0;Passenger cars
Slovakia;1998;Annual;per 1000 inhabitants;222.0;Passenger cars
Slovakia;2010;Annual;per 1000 inhabitants;307.0;Passenger cars
Slovakia;2011;Annual;per 1000 inhabitants;324.0;Passenger cars
Slovakia;2016;Annual;per 1000 inhabitants;391.0;Passenger cars
Slovakia;1995;Annual;absolute value;12053.0;Motor coaches, buses and trolley bus
Slovakia;2000;Annual;absolute value;11149.0;Motor coaches, buses and trolley bus
Slovakia;2013;Annual;absolute value;9071.0;Motor coaches, buses and trolley bus
Slovakia;2015;Annual;absolute value;9270.0;Motor coaches, buses and trolley bus
Slovakia;2017;Annual;absolute value;9241.0;Motor coaches, buses and trolley bus
Slovakia;1999;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;2007;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;2009;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;2011;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Slovakia;1994;Annual;absolute value;247.0;Trams
Slovakia;1996;Annual;absolute value;390.0;Trams
Slovakia;2000;Annual;absolute value;371.0;Trams
Slovakia;2002;Annual;absolute value;356.0;Trams
Slovakia;2007;Annual;absolute value;357.0;Trams
Slovakia;2008;Annual;absolute value;355.0;Trams
Slovakia;2009;Annual;absolute value;345.0;Trams
Slovakia;2012;Annual;absolute value;345.0;Trams
Slovakia;2014;Annual;absolute value;342.0;Trams
Slovakia;2001;Annual;per 1000 inhabitants;0.0;Trams
Slovakia;2015;Annual;per 1000 inhabitants;0.0;Trams
Slovakia;2016;Annual;per 1000 inhabitants;0.0;Trams
Slovenia;1996;Annual;absolute value;465.0;Mopeds
Slovenia;2001;Annual;absolute value;200.0;Mopeds
Slovenia;2006;Annual;absolute value;34000.0;Mopeds
Slovenia;2017;Annual;absolute value;60797.0;Mopeds
Slovenia;1999;Annual;per 1000 inhabitants;0.0;Mopeds
Slovenia;2005;Annual;per 1000 inhabitants;17.0;Mopeds
Slovenia;2016;Annual;per 1000 inhabitants;21.0;Mopeds
Slovenia;2017;Annual;per 1000 inhabitants;29.0;Mopeds
Slovenia;2004;Annual;absolute value;12000.0;Motorcycles
Slovenia;2005;Annual;absolute value;14000.0;Motorcycles
Slovenia;2007;Annual;absolute value;34000.0;Motorcycles
Slovenia;2011;Annual;absolute value;49880.0;Motorcycles
Slovenia;1995;Annual;per 1000 inhabitants;4.0;Motorcycles
Slovenia;1996;Annual;per 1000 inhabitants;4.0;Motorcycles
Slovenia;1997;Annual;per 1000 inhabitants;4.0;Motorcycles
Slovenia;2004;Annual;per 1000 inhabitants;6.0;Motorcycles
Slovenia;2005;Annual;per 1000 inhabitants;7.0;Motorcycles
Slovenia;2009;Annual;per 1000 inhabitants;23.0;Motorcycles
Slovenia;2018;Annual;per 1000 inhabitants;32.0;Motorcycles
Slovenia;1993;Annual;absolute value;632563.0;Passenger cars
Slovenia;1995;Annual;absolute value;698212.0;Passenger cars
Slovenia;1996;Annual;absolute value;728000.0;Passenger cars
Slovenia;2004;Annual;absolute value;911000.0;Passenger cars
Slovenia;2006;Annual;absolute value;980000.0;Passenger cars
Slovenia;2008;Annual;absolute value;1045180.0;Passenger cars
Slovenia;2013;Annual;absolute value;1063800.0;Passenger cars
Slovenia;2017;Annual;absolute value;1117935.0;Passenger cars
Slovenia;1998;Annual;per 1000 inhabitants;411.0;Passenger cars
Slovenia;2000;Annual;per 1000 inhabitants;437.0;Passenger cars
Slovenia;2002;Annual;per 1000 inhabitants;458.0;Passenger cars
Slovenia;2005;Annual;per 1000 inhabitants;480.0;Passenger cars
Slovenia;2006;Annual;per 1000 inhabitants;488.0;Passenger cars
Slovenia;2008;Annual;per 1000 inhabitants;517.0;Passenger cars
Slovenia;2012;Annual;per 1000 inhabitants;518.0;Passenger cars
Slovenia;2014;Annual;per 1000 inhabitants;518.0;Passenger cars
Slovenia;2015;Annual;per 1000 inhabitants;523.0;Passenger cars
Slovenia;2018;Annual;per 1000 inhabitants;552.0;Passenger cars
Slovenia;1996;Annual;absolute value;2406.0;Motor coaches, buses and trolley bus
Slovenia;1998;Annual;absolute value;2327.0;Motor coaches, buses and trolley bus
Slovenia;1999;Annual;absolute value;2319.0;Motor coaches, buses and trolley bus
Slovenia;2003;Annual;absolute value;2188.0;Motor coaches, buses and trolley bus
Slovenia;2006;Annual;absolute value;2277.0;Motor coaches, buses and trolley bus
Slovenia;2007;Annual;absolute value;2330.0;Motor coaches, buses and trolley bus
Slovenia;2010;Annual;absolute value;2400.0;Motor coaches, buses and trolley bus
Slovenia;2015;Annual;absolute value;2631.0;Motor coaches, buses and trolley bus
Slovenia;1995;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Slovenia;2000;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Slovenia;2006;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Slovenia;2008;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Slovenia;2015;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Slovenia;2016;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Slovenia;1994;Annual;absolute value;0.0;Trams
Spain;2002;Annual;absolute value;2044242.0;Mopeds
Spain;2003;Annual;absolute value;2143593.0;Mopeds
Spain;2011;Annual;absolute value;2229000.0;Mopeds
Spain;2015;Annual;absolute value;2023211.0;Mopeds
Spain;2004;Annual;per 1000 inhabitants;52.0;Mopeds
Spain;2010;Annual;per 1000 inhabitants;49.0;Mopeds
Spain;2014;Annual;per 1000 inhabitants;44.0;Mopeds
Spain;2015;Annual;per 1000 inhabitants;44.0;Mopeds
Spain;1998;Annual;absolute value;1361000.0;Motorcycles
Spain;2001;Annual;absolute value;1483000.0;Motorcycles
Spain;2003;Annual;absolute value;1514000.0;Motorcycles
Spain;2007;Annual;absolute value;2311000.0;Motorcycles
Spain;2008;Annual;absolute value;2501000.0;Motorcycles
Spain;2010;Annual;absolute value;2708000.0;Motorcycles
Spain;2012;Annual;absolute value;2852000.0;Motorcycles
Spain;2014;Annual;absolute value;2972165.0;Motorcycles
Spain;1995;Annual;per 1000 inhabitants;33.0;Motorcycles
Spain;1997;Annual;per 1000 inhabitants;33.0;Motorcycles
Spain;2002;Annual;per 1000 inhabitants;37.0;Motorcycles
Spain;2007;Annual;per 1000 inhabitants;51.0;Motorcycles
Spain;2008;Annual;per 1000 inhabitants;54.0;Motorcycles
Spain;2009;Annual;per 1000 inhabitants;56.0;Motorcycles
Spain;1994;Annual;absolute value;13734000.0;Passenger cars
Spain;1996;Annual;absolute value;14753809.0;Passenger cars
Spain;1998;Annual;absolute value;16050057.0;Passenger cars
Spain;2007;Annual;absolute value;21760000.0;Passenger cars
Spain;2010;Annual;absolute value;22148000.0;Passenger cars
Spain;2003;Annual;per 1000 inhabitants;443.0;Passenger cars
Spain;2005;Annual;per 1000 inhabitants;464.0;Passenger cars
Spain;2011;Annual;per 1000 inhabitants;477.0;Passenger cars
Spain;2014;Annual;per 1000 inhabitants;474.0;Passenger cars
Spain;2017;Annual;per 1000 inhabitants;505.0;Passenger cars
Spain;1993;Annual;absolute value;47028.0;Motor coaches, buses and trolley bus
Spain;2005;Annual;absolute value;58248.0;Motor coaches, buses and trolley bus
Spain;2011;Annual;absolute value;62358.0;Motor coaches, buses and trolley bus
Spain;2013;Annual;absolute value;59892.0;Motor coaches, buses and trolley bus
Spain;2016;Annual;absolute value;61838.0;Motor coaches, buses and trolley bus
Spain;1997;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2003;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2006;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2010;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2013;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Spain;2014;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Sweden;2001;Annual;absolute value;11370.0;Mopeds
Sweden;2002;Annual;absolute value;19380.0;Mopeds
Sweden;2003;Annual;absolute value;26470.0;Mopeds
Sweden;2011;Annual;absolute value;75169.0;Mopeds
Sweden;1994;Annual;absolute value;57000.0;Motorcycles
Sweden;1996;Annual;absolute value;76000.0;Motorcycles
Sweden;2001;Annual;absolute value;158620.0;Motorcycles
Sweden;2002;Annual;absolute value;174510.0;Motorcycles
Sweden;2006;Annual;absolute value;245040.0;Motorcycles
Sweden;2010;Annual;absolute value;277745.0;Motorcycles
Sweden;1993;Annual;per 1000 inhabitants;6.0;Motorcycles
Sweden;1996;Annual;per 1000 inhabitants;9.0;Motorcycles
Sweden;2000;Annual;per 1000 inhabitants;16.0;Motorcycles
Sweden;2002;Annual;per 1000 inhabitants;20.0;Motorcycles
Sweden;2003;Annual;per 1000 inhabitants;21.0;Motorcycles
Sweden;2009;Annual;per 1000 inhabitants;30.0;Motorcycles
Sweden;1993;Annual;absolute value;3566000.0;Passenger cars
Sweden;2004;Annual;absolute value;4113000.0;Passenger cars
Sweden;2013;Annual;per 1000 inhabitants;468.0;Passenger cars
Sweden;2015;Annual;per 1000 inhabitants;476.0;Passenger cars
Sweden;1993;Annual;absolute value;14127.0;Motor coaches, buses and trolley bus
Sweden;1994;Annual;absolute value;14293.0;Motor coaches, buses and trolley bus
Sweden;1995;Annual;absolute value;14577.0;Motor coaches, buses and trolley bus
Sweden;1997;Annual;absolute value;14838.0;Motor coaches, buses and trolley bus
Sweden;1998;Annual;absolute value;14924.0;Motor coaches, buses and trolley bus
Sweden;2001;Annual;absolute value;14246.0;Motor coaches, buses and trolley bus
Sweden;2002;Annual;absolute value;14013.0;Motor coaches, buses and trolley bus
Sweden;2007;Annual;absolute value;13315.0;Motor coaches, buses and trolley bus
Sweden;2012;Annual;absolute value;14197.0;Motor coaches, buses and trolley bus
Sweden;2014;Annual;absolute value;13987.0;Motor coaches, buses and trolley bus
Sweden;2016;Annual;absolute value;13886.0;Motor coaches, buses and trolley bus
Sweden;1994;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Sweden;1997;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Sweden;2002;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Sweden;2010;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Sweden;2015;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Sweden;2017;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Sweden;2002;Annual;absolute value;381.0;Trams
Sweden;2003;Annual;absolute value;412.0;Trams
Sweden;2000;Annual;per 1000 inhabitants;0.0;Trams
Sweden;2007;Annual;per 1000 inhabitants;0.0;Trams
Switzerland;1993;Annual;absolute value;372000.0;Mopeds
Switzerland;1996;Annual;absolute value;301000.0;Mopeds
Switzerland;2004;Annual;absolute value;187000.0;Mopeds
Switzerland;2011;Annual;absolute value;143000.0;Mopeds
Switzerland;2012;Annual;absolute value;146000.0;Mopeds
Switzerland;2017;Annual;absolute value;135000.0;Mopeds
Switzerland;1997;Annual;per 1000 inhabitants;39.0;Mopeds
Switzerland;1999;Annual;per 1000 inhabitants;34.0;Mopeds
Switzerland;2004;Annual;per 1000 inhabitants;25.0;Mopeds
Switzerland;2012;Annual;per 1000 inhabitants;18.0;Mopeds
Switzerland;2017;Annual;per 1000 inhabitants;16.0;Mopeds
Switzerland;1993;Annual;absolute value;348000.0;Motorcycles
Switzerland;2000;Annual;absolute value;494000.0;Motorcycles
Switzerland;2012;Annual;absolute value;680000.0;Motorcycles
Switzerland;2016;Annual;absolute value;720000.0;Motorcycles
